revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,LENGTH,COUNT
Dimow,SIVSAGAR,"165",SIVSAGAR,Demow,,478427786.7,"478",14579.2637303856,4
Sibsagar,SIVSAGAR,"166",SIVSAGAR,Sivsagar,y,388026773.7,"388",19463.4203204092,7
Amguri,SIVSAGAR,"167",SIVSAGAR,Amguri,,314868728.7,"315",22311.6300631617,8
Nazira,SIVSAGAR,"168",SIVSAGAR,Nazira,,386224425.1,"386",16937.3902153594,8
Teok,JORHAT,"169",Jorhat,Teok,,449551926.2,"450",17518.4683086332,6
Titabor,JORHAT,"170",Jorhat,Titabor,,419204313.3,"419",21164.8180981357,10
Mariani,JORHAT,"171",Jorhat,Mariani,,436514584.8,"437",23221.7999351199,8
Bokakhat,GOLAGHAT,"172",Golaghat,Bokakhat,,850138736.1,"850",0,0
Khumtai,GOLAGHAT,"173",Golaghat,Khumtai,,473079404.2,"473",12569.4155030911,5
Dergaon,GOLAGHAT,"174",Golaghat,Dergaon,,322577977.5,"323",16744.3639164804,4
Golaghat,GOLAGHAT,"175",Golaghat,Golaghat,y,658333420.5,"658",43928.5738698834,19
Morangi,GOLAGHAT,"176",Golaghat,Morangi,,318699785.4,"319",0,0
Sarupathar,GOLAGHAT,"177",Golaghat,Sarupathar,,900371843.1,"900",43912.2705079991,15
Diphu,K.ANGLONG,"178",Karbi Anglong,Diphu,y,2467568183,"2468",69741.8589766327,29
Silonijan,K.ANGLONG,"179",K.ANGLONG,Silonijan,,1566331644,"1566",0,0
Umrangso,DIMA HASAO,"180",Dima Hasao,Umrangso,,1459647329,"1460",0,0
Haflong,DIMA HASAO,"181",Dima Hasao,Haflong,y,1023944193,"1024",52790.4407332405,58
Mahur,DIMA HASAO,"182",Dima Hasao,Mahur,,568176425.1,"568",12123.7243205715,6
Maibong,DIMA HASAO,"183",Dima Hasao,Maibong,,1831786745,"1832",69577.3832653341,27
Katigora,CACHAR,"184",Cachar,Katigorah,,744022581.1,"744",28392.1789493949,17
Silchar,CACHAR,"185",Cachar,Silchar,y,837931796,"838",42280.08015531,18
Udarbond,CACHAR,"186",Cachar,Udharbond,,447088875.6,"447",5523.07145246513,4
Sonai,CACHAR,"187",Cachar,Sonai,,999733880.6,"1000",0,0
Lakhipur,CACHAR,"188",Cachar,Lakhipur,,754436388.7,"754",18380.0387323165,3
Karimganj,KARIMGANJ,"189",Karimganj,Karimganj,y,178166572.6,"178",26535.1190682484,13
Badarpur,KARIMGANJ,"190",Karimganj,Badarpur,,134391085.3,"134",18259.3564453387,7
Nilambazar,KARIMGANJ,"191",Karimganj,Nilambazar,,280417099,"280",21846.4268429464,7
Patharkandi,KARIMGANJ,"192",Karimganj,Patherkandi,,672170922.1,"672",29666.7544491445,10
"Ramkrishna
Nagar",KARIMGANJ,"193",Karimganj,RK Nagar,,575000985.9,"575",21431.0939790655,7
Algapur,HAILAKANDI,"194",Hailakandi,Algapur,,156280173,"156",22745.2675699466,10
Hailakandi,HAILAKANDI,"195",Hailakandi,Hailakandi,y,160989094.7,"161",8013.30065585971,3
Lala,HAILAKANDI,"196",Hailakandi,Lala,,270081600.3,"270",19870.8486122692,5
Katlichara,HAILAKANDI,"197",Hailakandi,Katlicherra,,741771269.3,"742",40817.7590000023,11
"Bongaigaon
(Pt)",BONGAIGAON,"198",Bongaigaon,"Bongaigaon
(Pt)",y,189396060.5,"189",21844.7664151282,10
Boitamari,BONGAIGAON,"199",Bongaigaon,Boitamari,,297089853,"297",13001.7334929334,10
Srijangram,BONGAIGAON,"200",Bongaigaon,Srijangram,,347583760.8,"348",15727.4409383252,10
Sidli (Pt-II),BONGAIGAON,"201",Bongaigaon,Sidli (Pt-II),,85041947.25,"85",6471.45939771037,4
Manikpur,BONGAIGAON,"202",Bongaigaon,Manikpur,,169010249.7,"169",8396.45342225363,3
Kokrajhar (Pt),CHIRANG,"203",Chirang,Kokrajhar (Pt),,12538462.77,"13",2573.84487389267,1
Barnagar (Pt),CHIRANG,"204",Chirang,Barnagar (Pt),,34321102.47,"34",0,0
Bengtal,CHIRANG,"205",Chirang,Bengtal,,715955682.4,"716",0,0
Sidli (Pt),CHIRANG,"206",Chirang,Sidli (Pt),,228893704.6,"229",11018.9276977473,3
Bijni (Pt),CHIRANG,"207",Chirang,Bijni (Pt),,934195919.7,"934",10955.3970501534,4
"Rangia
(Pt)",KAMRUP,"208",Kamrup,"Rangia
(Pt)",,186407362.6,"186",16629.542534549,10
Koya,KAMRUP,"209",Kamrup,Kayan,,53612722.14,"54",0,0
Kamalpur,KAMRUP,"210",Kamrup,Kamalpur,,250170012.1,"250",15085.3342264528,5
Hajo,KAMRUP,"211",Kamrup,Hajo,,412841145.7,"413",0,0
Chhaygaon,KAMRUP,"212",Kamrup,Chhaygaon,,470741379.3,"471",16833.24183072,3
Goroimari,KAMRUP,"213",Kamrup,Goroimari,,176568213.2,"177",0,0
Chamaria,KAMRUP,"214",Kamrup,Chamaria,,140144616.8,"140",0,0
Nagarbera,KAMRUP,"215",Kamrup,Nagarbera,,114577593,"115",0,0
Boko,KAMRUP,"216",Kamrup,Boko,,514044709.4,"514",17697.9616822214,5
"North
Guwahati",KAMRUP,"217",Kamrup,"North
Guwahati",,90721866.31,"91",9109.22349917466,4
Jalah (Pt),KAMRUP,"218",Kamrup,Jalah (Pt),,55787602.64,"56",0,0
Guwahati,KAMRUP METRO,"219",KAMRUP METRO,Guwahati,y,101319635.1,"101",4709.47817957912,3
Sonapur,KAMRUP METRO,"220",KAMRUP METRO,Sonapur,,493242088.4,"493",26790.3262397012,11
Chandrapur,KAMRUP METRO,"221",KAMRUP METRO,Chandrapur,,124600101.5,"125",16697.5250155029,11
"Tihu
(Pt)",NALBARI,"222",Nalbari,"Tihu
(Pt)",,94935581.15,"95",7766.18789743043,3
"Pachim
Nalbari",NALBARI,"223",Nalbari,Pachim Nalbari,,148606921.2,"149",0,0
Barkhetri,NALBARI,"224",Nalbari,Barkhetri,,370577388.2,"371",0,0
Barbhag,NALBARI,"225",Nalbari,Barbhag,,82281261.7,"82",0,0
Nalbari,NALBARI,"226",Nalbari,Nalbari,y,128136913.3,"128",9707.57161632999,3
Banekuchi,NALBARI,"227",Nalbari,Banekuchi,,61110319.4,"61",7328.36802760668,2
Ghograpar (Pt),NALBARI,"228",Nalbari,Ghograpar (Pt),,131160984.6,"131",5362.03944056393,3
Baganpara (Pt),BAKSA,"260",Baksa,Baganpara (Pt),,211742690.1,"212",0,0
Baganpara (Pt),NALBARI,"230",Nalbari,Baganpara (Pt),,18943498.07,"19",0,0
Barnagar (Pt),BAKSA,"231",Baksa,Barnagar (Pt),,460073385.7,"460",0,0
Ghograpar (Pt),BAKSA,"232",Baksa,Ghograpar (Pt),,35444716.72,"35",0,0
Jalah (Pt),BAKSA,"233",Baksa,Jalah (Pt),,291646466.4,"292",0,0
Barama,BAKSA,"234",Baksa,Barama,,95546762.3,"96",0,0
Rangia (Pt),TAMULPUR,"235",Baksa,Rangia (Pt),,23451991.6,"23",0,0
Pathorighat (Pt),TAMULPUR,"236",Baksa,Pathorighat (Pt),,3754506.217,"4",0,0
Khoirabari (Pt),DARRANG,"237",Darrang,Khoirabari (Pt),,52738276.5,"53",0,0
Pathorighat (Pt),DARRANG,"238",Darrang,Patharighat (Pt),,176482635.2,"176",0,0
Sipajhar,DARRANG,"239",Darrang,Sipajhar,,293007191.6,"293",0,0
Dhekiajuli (Pt),UDALGURI,"240",Udalguri,Dhekiajuli (Pt),,41104085.9,"41",0,0
Khoirabari (Pt),UDALGURI,"241",Udalguri,Khoirabari (Pt),,162764836.4,"163",0,0
Pathorighat (Pt),UDALGURI,"242",Udalguri,Pathorighat (Pt),,2314177.101,"2",0,0
Mangaldoi (Pt),UDALGURI,"243",Udalguri,Mangaldoi (Pt),,6293734.554,"6",0,0
Dalgaon (Pt),UDALGURI,"244",Udalguri,Dalgaon (Pt),,62698740.91,"63",0,0
Harisinga,UDALGURI,"245",Udalguri,Harisinga,,625700293.5,"626",15133.0434585353,5
Udalguri,UDALGURI,"246",Udalguri,Udalguri,y,569395304.7,"569",21735.9120746864,7
Mazbat,UDALGURI,"247",Udalguri,Mazbat,,325141745.3,"325",14179.7801242824,7
Mahmora,CHARAIDEO,"248",Charaideo,Mahmora,,294481483.3,"294",12739.1080955234,4
Biswanath,BISWANATH,"249",Biswanath,Biswanath,y,1042300607,"1042",38819.7429007446,10
Helem,BISWANATH,"250",Biswanath,Halem,,427087304.2,"427",20884.4437427542,5
Gohpur,BISWANATH,"251",Biswanath,Gohpur,,313635939.7,"314",14566.6532710316,4
Hojai,HOJAI,"252",Hojai,Hojai,y,264542999.3,"265",22061.5558507674,6
Doboka,HOJAI,"253",Hojai,Doboka,,317748519.3,"318",6555.41808250336,3
Lanka,HOJAI,"254",Hojai,Lanka,,873440623.1,"873",46709.6115975517,21
Donka,WEST KARBI ANGLONG,"255",West Karbi Anglong,Donkamokam,,3072801622,"3073",0,0
South Salmara,SOUTH SALMARA MANCACHAR,"256",South Salmara Mancachar,South Salmara,,435496775.1,"435",0,0
Mankachar,SOUTH SALMARA MANCACHAR,"257",South Salmara Mancachar,Mankachar,,248678182.6,"249",0,0
Bajali (Pt),TAMULPUR,"258",Baksa,Bajali (Pt),,17844174.95,"18",0,0
Goreswar (Pt),TAMULPUR,"259",Baksa,Goreswar (Pt),,283216711.9,"283",18200.5734715109,6
Tamulpur,TAMULPUR,"261",Baksa,Tamulpur,,549366262.9,"549",0,0
Baksa,BAKSA,"262",Baksa,Baska,,295501945.5,"296",0,0
Sarupeta (Pt),BAKSA,"263",Baksa,Sarupeta (Pt),,134708247.8,"135",0,0
Barnagar (Pt),BARPETA,"264",Barpeta,Barnagar (Pt),,207191146.6,"207",17620.7967851244,5
Sarupeta (Pt),BAJALI,"265",Barpeta,Sarupeta (Pt),,261584874.2,"262",16088.8513987574,6
Chenga,BARPETA,"266",Barpeta,Chenga,,317522242.4,"318",0,0
North Guwahati (Pt),KAMRUP METRO,"267",KAMRUP METRO,North Guwahati (Pt),,114789346.1,"115",26184.7012813736,18
Kalaigaon (Pt),UDALGURI,"268",Udalguri,Kalaigaon (Pt),,191989620.2,"192",15065.5085862608,5
Mangaldoi (Pt),DARRANG,"269",Darrang,Mangaldoi (Pt),y,439678093.9,"440",0,0
Dalgaon (Pt),DARRANG,"270",Darrang,Dalgaon (Pt),,649172827.9,"649",0,0
Mayong,MORIGAON,"271",Morigaon,Mayong,,486035918.5,"486",13607.8204565349,5
Palasbari,KAMRUP,"272",Kamrup,Palasbari,,392624055.8,"393",17273.8689257238,7
Azara,KAMRUP,"273",Kamrup,Azara,,423124288.2,"423",16396.3330840931,11
Gossaigaon (Pt),DHUBRI,"274",Dhubri,Gossaigaon (Pt),,76783222.03,"77",0,0
Jorhat West,JORHAT,"276",Jorhat,Jorhat West,,363550691.9,"364",18464.3847562347,10
Jorhat East,JORHAT,"277",Jorhat,Jorhat East,,195465666.5,"195",5756.98556135484,7
Sapekhati,CHARAIDEO,"278",Charaideo,Sapekhati,,394328380.8,"394",27281.7433215345,10
Sonari,CHARAIDEO,"279",Charaideo,Sonari,y,384542831.4,"385",40471.1199588133,10
Ujani Majuli,MAJULI,"280",Majuli,Ujani Majuli,,322168126.6,"322",0,0
Majuli,MAJULI,"281",Majuli,Majuli,,648466675.6,"648",0,0
Phuloni,K.ANGLONG,"275",K.ANGLONG,Phuloni,,3303172433,"3303",0,0
