Date,District,Number,Details
2023-06-20,NAGAON,2,"Raha - Rahachaki to Hariamukh | Rahachaki | 100m road badly damaged due to rise in water level of Kallong river on dated 19.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Mulankata Rahachaki Hariamukh Meteka Road on dated 19.06.2023 | Mulankata | Heavy erosion took place at Raha purona Chariali to Sankar Mandir Tiniali Approx l-200M on dated 19.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
2023-06-20,KOKRAJHAR,6,"Bagribari - Debitola to Borvita Road | Debitola | As reported by AEE, PWD RR Gossaigaon Sub-Division the road has been submerged on 20-06-2023 | (Long - 90.002614, Lat - 26.159232, Dept - PWD (Roads)),  Mahamaya to Snanghat Road | Snanghat | As reported by AEE PWD RR Gossaigaon Sub-Division the road has been wahshed out at Snanghat on 20-06-2023 | (Long - 90.124510, Lat - 26.220478, Dept - PWD (Roads)),  Gossaigaon - MATIAPARA TO GAONCHULKA ROAD | MATIAPARA | AS REPORTED BY ASSTT. EXEC. ENGINEER, PWD GOSSAIGAON (RR) SUB-DIVISION DATE: 20-06-2023, DUE TO HEAVY RAINFALL MATIAPARA TO GAONCHULKA ROAD IS ERRODED. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  DK ROAD | DK ROAD | AS REPORTED BY ASSTT. EXEC. ENGINEER, PWD GOSSAIGAON (RR) SUB-DIVISION DATE: 20-06-2023, DUE TO HEAVY RAINFALL ROAD HAS BEEN DAMAGED IN SOME STRECHES AT DK ROAD. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  (Kokrajhar) At District - CHOIBARI TO BANGALDOBA ROAD | CHOIBARI | AS REPORTED BY ASSTT. EXE. ENG. PWD KOKRAJHAR RURAL ROADS SUB-DIVISOIN 20/06/2023. DUE TO THE HEAVY RAINFALL FROM 12/06/2023 TO 20/06/2023, ROAD AT CHAINAGE 1210.00M TO 1260.00M ON CHOIBARI TO BANGALDOBA ROAD ERRODED. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  TILAPARA TO MAHAJANPARA | TILAPARA | AS REPORTED BY ASSTT. EXE. ENG. PWD KOKRAJHAR RURAL ROADS SUB-DIVISOIN 20/06/2023. DUE TO THE HEAVY RAINFALL FROM 12/06/2023 TO 20/06/2023, ROAD AT CHAINAGE 0.00M TO 400.00M ON TILAPARA TO MAHAJANPARA ROAD OVER TOPPED Y FLOODED WATER | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
2023-06-20,GOALPARA,1,"Lakhipur - Katarihara Bhalukmari Road via Tekona | Near Tekona | As per report of PWD roads department, Due to the incessant rainfall for last 7 days, Katarihara Bhalukmari Road via Tekona at 3rd KM has been eroded and affected length 10 M from 17.06.2023 to till date i.e 20.06.2023 | (Long - 90.196875, Lat - 26.038758, Dept - PWD (Roads))"
2023-06-20,DHUBRI,6,"Golakganj - KANURI DIMAKURI ROAD AT 5TH KM TO 10TH KM (DATE 15-6-2023) | KANURI DIMAKURI ROAD | | (Long - 26.047600, Lat - 89.810100, Dept - PWD (Roads)),  DAMAGED AT SPT NO. 4/1 ON DK ROAD TO JALDOBA VIA ALOKJHARI (DATE 17-6-2023) | DK ROAD TO JALDOBA VIA ALOKJHARI | | (Long - 26.429300, Lat - 89.166200, Dept - PWD (Roads)),  BRIDGE APPROACHES DAMAGED OF RCC BR. NO. 2/1 ON KAMANDANGA TO RAMNATHPARA ROAD AT 2ND KM (DATE 17-6-2023) | KAMANDANGA TO RAMNATHPARA | | (Long - 26.826500, Lat - 89.524500, Dept - PWD (Roads)),  BRIDGE APPROACHES DAMAGED OF RCC BR. NO. 3/1 AT 3RD KM & RCC BR. NO. 2/1 AT 2ND ON MADDHYAPETLA TO PATHANERKUTI ROAD (DATE 17-6-2023) | MADDHYAPETLA TO PATHANERKUTI ROAD | | (Long - 26.127300, Lat - 89.023400, Dept - PWD (Roads)),  BRIDGE APPROACHES DAMAGED OF RCC BR. NO. 1/1 ON BASANTIPUR TO KAMANDANGA ROAD AT 1ST KM(DATE 17-6-2023) | BASANTIPUR TO KAMANDANGA ROAD | | (Long - 26.967200, Lat - 89.621200, Dept - PWD (Roads)),  BRIDGE APPROACHES DAMAGED OF RCC BOX CELL CULVERT NO. 3/1 ON DK ROAD BISHKURA UZANPETLA ROAD AT 3RD KM (DATE 17-6-2023) | DK ROAD BISHKURA UZANPETLA ROAD | | (Long - 26.023300, Lat - 89.524300, Dept - PWD (Roads))"
2023-06-20,DARRANG,9,"Patharighat - Duni Sareng Andherighat connecting Road N. 1 & 2 | kahitoli | Submerged at length 500 m Height 0.50 mt. as on 20-06-2023 | (Long - 91.816155, Lat - 26.496622, Dept - PWD (Roads)),  Bihaigaon to MPK Road | Bihaigaon | submerged at L= 2.00 km Ht. 0.30 m as on 20-06-2023 | (Long - 91.823433, Lat - 26.499135, Dept - PWD (Roads)),  Bihaigaon to Duni Sareng connecting road | Bihaigaion | submerged at length 060 km depth 0.30 mt as on 20-06-2023 | (Long - 91.827453, Lat - 26.489050, Dept - PWD (Roads)),  Duni College to Jaypur Road | Duni | submerged at length L= 0.50 km Ht. .40 mtr as on 20-06-2023 | (Long - 91.804190, Lat - 26.466774, Dept - PWD (Roads)),  Bihaigaon to Bheruadol connecting Road | Bheruadol | submerged at length L= 0.80 km Ht. .40 mtr as on 20-06-2023 | (Long - 91.827527, Lat - 26.498040, Dept - PWD (Roads)),  Duni College to Malibari Road | malibaritari | submerged at length L= 1.00 km km Ht. .45 mtr as on 20-06-2023 | (Long - 91.805012, Lat - 26.470374, Dept - PWD (Roads)),  Hussainchubri to Andherighat Jayantipur Road | Hussainchubri | Submerged at length L= 600 mt height0.50 mt as on 20-06-2023 | (Long - 91.814808, Lat - 26.490440, Dept - PWD (Roads)),  baneikuchi Matrisewa Sangha to Hatimara Sarabari connecting Road | Baneikuchi | Road partially submerged as reported by PWD Deptt. as on 20-06-2023 | (Long - 91.877725, Lat - 26.489157, Dept - PWD (Roads)),  MPK to Kuddus Ali residence connecting Road | Borkumarpara village | Breach of Road occurred as reported by JE PNRD, Patharighat of around 6 mt. as on 20-06-2023 | (Long - 91.895490, Lat - 26.436552, Dept - P&RD)"
2023-06-20,CHIRANG,1,"Bijni - Ledopara to Uttar Baldi Road. | Nangdarbari | As reported by PWD Chirang(R&B) Division, road embankment damaged at Ch 4000.00 m at Nangdarbari on 20-06-2023. Length=40 mtr, Breadth=6.00 mtr, Depth=3.00 mtr. | (Long - 90.592250, Lat - 26.592213, Dept - PWD (Roads))"
2023-06-20,BONGAIGAON,26,"Dangtol - Pachim Bhadragaon to Digdari Road | Pachim Bhadragaon | Embankment Damaged at Ch. 1450.00m.as per report received from PWRD, Bongaigaon dated- 20.06.2023 | (Long - 90.446261, Lat - 26.425879, Dept - PWD (Roads)),  Bhadragaon to Digdari Road | Bhadragaon | Embankment damaged at Ch. 1690.00m. as per report received from PWRD, Bongaigaon dated- 20.06.2023 | (Long - 90.445417, Lat - 26.440607, Dept - PWD (Roads)),  Boitamari - Chalantapara PWD Road to Khatapara | Chalantapara | Shoulder and C.D. damaged at Ch. 1st Km. as per report received from PWRD, Bongaigaon, date- 20.06.2023 | (Long - 90.579430, Lat - 26.262880, Dept - PWD (Roads)),  Jogigopha Oudubi Salbari road | Jogigopha | Hard crust and Shoulder damaged at Ch. 2nd and 12Km. as per report received from PWRD, Bongaigaon dated-20.06.2023 | (Long - 90.489960, Lat - 26.262870, Dept - PWD (Roads)),  Noyagaon Shivmandir road | Noyagaon | Water Hyacinth at Ch. 1st Km. as per report received from PWRD, Bongaigaon dated-20.06.2023 | (Long - 90.622270, Lat - 26.304980, Dept - PWD (Roads)),  Manikpur - Old N.T. Road | Old N.T. Road | RCC Bridge approach damaged at Ch. 2nd Km and Road Surface got Damaged at Ch.1st Km. as per report received from PWRD, Bongaigaon dated-20.06.2023 | (Long - 90.795183, Lat - 26.465956, Dept - PWD (Roads)),  Gerukabari Kirtanpara Road | Kirtanpara | Road Damaged at Ch. 10th Km.as per report received from PWRD, Bongaigaon dated-20.06.2023 | (Long - 90.752482, Lat - 26.414871, Dept - PWD (Roads)),  NH 31 at Dangaigaon Kirtanpara Road | Dangaigaon | Bridge approach Damaged at Ch. 2nd Km.as per report received from PWRD, Bongaigaon dated-20.06.2023 | (Long - 90.698715, Lat - 26.473076, Dept - PWD (Roads)),  Roha Chakla Kakila Road | Kakila | Embankment damaged at from Ch. 0.00m to 5.36 Km.as per report received from PWRD, Bongaigaon dated-20.06.2023 | (Long - 90.854613, Lat - 26.381752, Dept - PWD (Roads)),  Bashbari Salabila Road | Bashbari | Side Slope damage at Ch. 5th,6th & 7th Km.as per report received from PWRD, Bongaigaon dated-20.06.2023 | (Long - 90.762386, Lat - 26.423929, Dept - PWD (Roads)),  Bongaigaon - Dholagaon to Dewangaon (Ravapara) | Dholagaon | Food Bridge washed away at Ch. 500.00m. as per report received from PWRD, Bongaigaon, dated 20.06.2023 | (Long - 90.521846, Lat - 26.407961, Dept - PWD (Roads)),  Salbari Bongaigaon Road | Salbari | HP Culvert washed away at Ch. 8th Km.as per report received from PWRD, Bongaigaon, dated 20.06.2023 | (Long - 90.516807, Lat - 26.405426, Dept - PWD (Roads)),  Srijangram - Roha Kolgachia to Kakila Pt-II Road | Kakila Pt-II | Embankment damaged at from Ch. 0.00m to 5.36 Km. as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.854613, Lat - 26.381752, Dept - PWD (Roads)),  Nowagaon Rangapani road | Nowagaon | Embankment and shoulder damaged at 15th Km.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.785538, Lat - 26.328102, Dept - PWD (Roads)),  Roha Chakla Kokila Road | Roha Chakla | RCC Bridge Approach of Bridge No: 1/1 got damaged.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 26.430642, Lat - 90.848152, Dept - PWD (Roads)),  Chakla Golapara to Kirtanpara Road | Kirtanpara | Approach of Bridge no 5/1 got damaged at 6Km .as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.809299, Lat - 26.386004, Dept - PWD (Roads)),  Nowagaon Rongapani Road | Nowagaon | Approach of Bridge no 4/1 got damaged.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.818350, Lat - 26.390729, Dept - PWD (Roads)),  Borigaon to Mererchar Road | Mererchar | Hard crust damaged, shoulder damaged from Ch.1st Km to 10th Km.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.704750, Lat - 26.295690, Dept - PWD (Roads)),  SH2 to Lengtisinga ( Deohato to Santoshpur) Road | Lengtisinga | Shoulder damage at Ch.31st, 33rd &34th Km.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.749780, Lat - 26.309990, Dept - PWD (Roads)),  Malegarh Borjana Road | Borjana | Hard Crust and Shoulder Damaged at Ch. 1st Km.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.652050, Lat - 26.257600, Dept - PWD (Roads)), Dumerguri Lotibari Road | Dumerguri | Shoulder damage and hard crust at Ch. 1st Km and 2nd Km.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.677220, Lat - 26.283680, Dept - PWD (Roads)),  Barjana-I to Barjana-III Road | Barjana | Shoulder damage at damage at Ch. 2km.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.670270, Lat - 26.259760, Dept - PWD (Roads)),  SH-2 Lengtisinga (Deohati to Sontoshpur) Road | Deohati | Shoulder damage and hard crust at Ch. 30th, 32nd and culvert at Ch. 33 Km.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.721847, Lat - 26.314420, Dept - PWD (Roads)),  SH-2 Santoshpur Road | Santoshpur | Shoulder and hard crust damage at Ch. 1sta Km.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.740630, Lat - 26.312900, Dept - PWD (Roads)),  Behulapara to Kochbari Road | Behulapara | Shoulder and R.C.C Bridge approach damaged.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.697660, Lat - 26.316270, Dept - PWD (Roads)),  Behulapara to Bhadaipara Road | Behulapara | Shoulder and Hard crust damaged. as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.708790, Lat - 26.312240, Dept - PWD (Roads))"
2023-06-20,KARIMGANJ,1,"Nilambazar - Bhoribond Road | Bhoribond village | Due to incessant of Rainfall, dated on 18/6/2023 to the above mentioned road has been got affected & slump down, the concern dept has been directed for taking immediate necessary action. Affected length-20 m | (Long - 92.348188, Lat - 24.755001, Dept - PWD (Roads))"
2023-06-20,KAMRUP,8,"Goroimari - Road submerged Length 100 m, Breadth 6 m Hatisolapam to Dakshin Laruajan as reported by AEE, PWRD Chhaygaon. Date: 19/06/2023. | Goroimari | | (Long - 91.206634, Lat - 26.066046, Dept - PWD (Roads)),  Road submerged Length 120 m, Breadth 6 m Goroimari to Kalatoli as reported by AEE, PWRD Chhaygaon. Date: 19/06/2023. | Goroimari | | (Long - 91.223401, Lat - 26.107485, Dept - PWD (Roads)),  Road submerged 150 m, Breadth 6 m Baghmara Topar Pathar road as reported by AEE, PWRD Chhaygaon. Date: 19/06/2023. | Goroimari | | (Long - 91.207165, Lat - 26.119696, Dept - PWD (Roads)),  Road submerged 130 m, Breadth 6 m Goroimari to Choudhurypam as reported by AEE, PWRD Chhaygaon. Date: 19/06/2023. | Goroimari | | (Long - 91.221955, Lat - 26.081043, Dept - PWD (Roads)),  Road submerged 100 m, Breadth 6 m Bihapara Kharidol road as reported by AEE, PWRD Chhaygaon. Date: 19/06/2023. | Goroimari | | (Long - 91.281520, Lat - 26.083632, Dept - PWD (Roads)),  Hajo - Saniadi khopnikuchi road | On 19/06/2023 at vill-saklapar, saniadi khopnikuchi road 60m was submerged. As per information received by pwd road hajo | No population affected | (Long - 26.079000, Lat - 91.915000, Dept - PWD (Roads)),  Hiragana babu boring akadi road | Vill-hirajani at 19/06/2023 20m hirajani bamunbori road was submerged. As per information received by pwd road hajo. | No population affected | (Long - 26.409000, Lat - 91.307000, Dept - PWD (Roads)),  Saniadi barchapari road | On 19/06/2023 at village barchapari the saniadi barchapari road 40m got submerged. As informed by PWD road hajo. | No population affected | (Long - 26.264452, Lat - 91.492517, Dept - PWD (Roads))"
2023-06-20,BISWANATH,1,"Halem - Tinikunia to Kawripathar Road via Possagula | Kawripathar | Road- Road from Tinikunia to Kawripathar Road via Possagula (A construction ongoing Road under MMPPNA-2022- 23) (from Ch.1060.00 m to 1360.00 m), sporadic erosion in the road embankment has been noticed on 20/06/2023. Details of damages will be assed as soon as flood water will be receded. | (Long - 9347579.000000, Lat - 26907961.000000, Dept - PWD (Roads))"
2023-06-21,GOALPARA,1,"Matia - Garomari to Nabagata Simlitola | Nabagata Simlitola | Road submerged from Ch. 2600 M to 2800 M and from 2900 M to 3100 M and the approch of Bridge No 3/1 has been eroded and subsided, Date - 20/06/2023, reported by AEE, PWRD, Goalpara East Territorial Road Sub-Division, Goalpara | (Long - 90.884238, Lat - 26.078810, Dept - PWD (Roads))"
2023-06-21,UDALGURI,6,"Mazbat - Erosion occurred at left side of the Mazbat-Deochani road from Ch- 12500 M to 12850 M due to heavy rainfall on 20/6/2023 | Mazbat- Deochani road | | (Long - 92.332017, Lat - 26.857267, Dept - PWD (Roads)),  Erosion occurred at Ch- 3000 M , approx length 50m, width 4.50m, depth 3m of the Manuhmari to Gariapthar road due to heavy rainfall on 20/6/2023 | Manuhmari to Gariapthar road | | (Long - 92.369075, Lat - 26.709564, Dept - PWD (Roads)),  Damages of both side approaches of RCC slab culvert 4.00m span on Alisinga to Rowmari road due to heavy rainfall on 20/6/2023 | Alisinga to Rowmari road | | (Long - 92.317950, Lat - 26.675120, Dept - PWD (Roads)),  Earthen shoulder eroded at approximately length 100.00m, depth 2.00m on Mazbat-Gelabil road due to heavy rainfall on 20/6/2023 | Mazbat-Gelabil road | | (Long - 92.282567, Lat - 26.774485, Dept - PWD (Roads)),  Damage of both side approches of RCC slab culvert on NH-15 to Simaluguri road near Bathow Mandir due to heavy rainfall on 20/6/2023 | NH-15 to Simaluguri road near Bathow Mandir | | (Long - 92.258600, Lat - 26.680759, Dept - PWD (Roads)),  Damages of HPC culvert on MRL05-Orang Dalgaon road under PMGSY-III due to heavy rainfall on 20/6/2023 | Orang Dalgaon road | | (Long - 92.182400, Lat - 26.381700, Dept - PWD (Roads))"
2023-06-21,TAMULPUR,5,"Tamulpur - Due to heavy rainfall and flash flood Patkijuli Hatiduba Firing Range culvert and approach road got damaged on 21 June 2023 | Hatiduba | | (Long - 91.491448, Lat - 26.781797, Dept - PWD (Roads)),  Due to heavy rainfall and flash flood Dowamakha village road damaged on dated 21 june 2023 | Dowamakha | | (Long - 91.655155, Lat - 26.660245, Dept - PWD (Roads)),  Due to heavy rainfall and flash flood Hahkata Balabari road Sub-Marge (Ananda Bazar Hahkata Balabari road) damaged on 21/06/2023 | Hahkata | | (Long - 91.516315, Lat - 26.637378, Dept - PWD (Roads)),  Boraliapar Iron Bridge damaged on 21 June 2023 | Boraliapar | | (Long - 91.655076, Lat - 26.657136, Dept - PWD (Roads)),  Daranga Bridge in kumarikata got affacted 21 June 2023 | Kumarikata | | (Long - 91.514079, Lat - 26.729985, Dept - PWD (Roads))"
2023-06-21,NALBARI,15,"Paschim Nalbari - Tihu Lachima Road to Lakhopur via Kendubari | Kendubari | Submerged due to flood water. Information received from PWD (R) Department on 21/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Chamaa Kaithalkuchi Road | Chamata | Submerged due to rain water. Information received from PWD (R) Department on 20/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Banekuchi - On 20/06/2023 at 7.00 PM Mohan Bazar Chowk to Banekuchi Chowk PWD road submerged appr.200 mtr. report from Gaon Pradhan | Rajakhat Banekuchi | | (Long - 91.395332, Lat - 26.459034, Dept - PWD (Roads)),  Barkhetri - Loharkatha-Bezkuchi Road | HAMLAKUR | Due to incessant heavy rain for last few days , road side berm eroded and damaged by creating hole at 3rd Km on Loharkatha Bezkuchi Road as reportyed by AEE, PWRD, Barkhetri Teritorial Sub Div. on 21/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Ghograpar - Nalbari - Dhamdhama Road | Balitara | Submerged at Nalbari dhamdhama road to Pub Balitara on 21-06-2023 | (Long - 91.470000, Lat - 26.510000, Dept - PWD (Roads)),  Ghograpar tamulpur Road Nalbari | Arara | Submerged at Ghograpar Tamulpur Road Nalbari on 21-06-2023 | (Long - 91.570000, Lat - 26.480000, Dept - PWD (Roads)),  Rangia Dhamdhama Road | Dhamdhama | Submerged at Rangia Dhamdhama Road on 21-06-2023 | (Long - 91.480000, Lat - 26.550000, Dept - PWD (Roads)),  Gohain Kamal Ali Road | Chataibari-Dhamdhama | Gohain Kamal Ali Road submerged due to flood on 21-06-2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  PWD IB Dhamdhama | Dhamdhama | PWD IB Dhamdhama submerged due to flood water on 21-06-2023 | (Long - 91.470000, Lat - 26.550000, Dept - PWD (Roads)),  Barbhag - PMGSY Road Dokoha to Mathura road | Dokoha | Length: 8 km submerged dated: 21/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  PMGSY Mathura sala road | Khudra Tingtingi | Length: 6 km submerged dated: 21/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Athgharia Barbukia road under signature project | Athgharia | Length : 7.50km submerged dated: 21/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Sanekuchi-Bargasha road | Sanekuchi | Length : 3 km. submerged dated: 21/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Barsimalia Village road | Barsimalia | Length: 2.10km submerged dated: 21/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  GBD to Barbukia road | Barbukia | Length : 2.10km submerged dated: 21/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
2023-06-21,NAGAON,2,"Kampur - Road from Chankchaki to Bakulaguri | Chankchaki to Bakulaguri | Road from Chankchaki to Bakulaguri (PMGSY-11, Pkg No. AS-19-715): Embankment erosion took place at Premajaan. Affected length approx. L= 100.00 m. date- 19/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Road from Kumbhirdubi to Chiropathar | Kumbhirdubi to Chiropathar | Road from Kumbhirdubi to Chiropathar (PMGSY-1, Pkg No. AS-19-462): Erosion took place at different stretches. Affected length pprox. L= 400.00m date- 19/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
2023-06-21,LAKHIMPUR,2,"Nowboicha - NH-15 at Rajali to Haripur Balitika Road | Balitika | NH-15 at Rajali to Haripur Balitika, overtopped and erosion, breaches at CH:3000M to CH:6500 M, breached at CH:3500 M on 21.06.2023. Report received from PWD (Roads) | (Long - 27.133053, Lat - 94.001978, Dept - PWD (Roads)),  NH-15 to Mahghuli Borchala Road | Solmoria | NH-15 to Mahghuli Borchala Road, overtopped from CH:1600 M to CH:4500 M on 21.06.2023. Report received from PWD(Roads) | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
2023-06-21,KOKRAJHAR,9,"Bagribari - BASHBARI MOWAMARI ROAD | Mowamari | As reported by Executive Engineer, PWRD, Dhubri Civil Sub-Division, Territorial Road Division side berm, hard crust have been badly damaged and eroded due to heavy rainfall in last few days. Date-21.06.2023 | (Long - 89.997472, Lat - 26.086477, Dept - PWD (Roads)),  Gossaigaon - Panbari to Sialmari Road | Panbari & Sialmari | As reported by AEE PWD RR Kachugaon Sub division Dated 21.06.2023 due to continous rainfall right side of road formation is badly erosion (L-120.00M) by the Sialmari River | (Long - 90.053435, Lat - 26.511800, Dept - PWD (Roads)),  Bhawraguri - Rupshi Pt II to Rupshi Railway Gate (Kumguri beel to near choutara Railway line PWD Road to Rupshigaon Pt II) | Eroded at Ch 300.00 m | As reported by AEE PWD RR Kachugaon & BDO, Gossaigaon due to incessant heavy rainfall from 16th June, 2023 to 21.06.2023 at Rupshigaon pt ii village rupshi pt ii to rupshi railway gate Road formation eroded at ch 300.00m | (Long - 26.405640, Lat - 90.075860, Dept - P&RD),  Dotma - Serfanguri Gossainichina Road | Serfanguri | As reported by Asstt. Exe. Engineer, PWD (RR) on 21-06-2023 Serfanguri Gossainichina Road Br. No.1/1 approaches eroded | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Serfanguri to Kumguri via Laokriguri | Kumguri | As reported by Asstt. Exe. Engineer, PWD (RR) on 21-06-2023 Serfanguri to Kumguri via Laokriguri Br. No.1/1 approach road eroded. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Jogdoi Fakiragram road | Jogdoi | As reported by Asstt. Exe. Engineer, PWD (RR) on 21-06-2023 Jogdoi Fakiragram road bride approach eroded. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Gomobil Angthihara road | Gomobil | As reported by Asstt. Exe. Engineer, PWD (RR) on 21-06-2023 Gomobil Angthihara road bridge approach eroded at Br. No.3/1, 6/1, 6/2. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Gwmwbil to Anthaibari road | Gwmwbil | As reported by Asstt. Exe. Engineer, PWD (RR) on 21-06-2023 Gwmwbil to Anthaibari road culvert no.1/7 collapsed. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Brajakhal road | Brajakhal | As reported by Asstt. Exe. Engineer, PWD (RR) on 21-06-2023 Damage of Brajakhal road near culvert at Brajakhal. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
2023-06-21,KAMRUP,2,"Goroimari - Road Submerged length 150 m breadth 6m Tukrapara to Dakhin Choudharypam as reported by AEE, PWRD, Chhaygaon, dtd- 20.06.2023 | Goroimari | | (Long - 91.196227, Lat - 26.090307, Dept - PWD (Roads)),  Road Submerged length 100 m breadth 6m Bowrabhitha to Monjuribilor Dhundhuntari as reported by AEE, PWRD, Chhaygaon, dtd- 20.06.2023 | Goroimari | | (Long - 91.210927, Lat - 26.083880, Dept - PWD (Roads))"
2023-06-21,DHUBRI,2,"Chapar - NH 31 at Chirakuta to Tokrabandha quarry road surface damaged on Dated 20-06-2023 | Chirakuta | Road damaged due to over flow of water by the river Gaurang | (Long - 90.242500, Lat - 26.220760, Dept - PWD (Roads)),  Road from Chirakuta to Jamduar pt -I submerged due to water on Dated 20-06-2023 | Jamduar Pt-I | Road damaged due to over flow of water by the river Gaurang | (Long - 90.242700, Lat - 26.220600, Dept - PWD (Roads))"
2023-06-21,DARRANG,4,"Patharighat - Turai to Taragaon Road | Taragaon | As reported by JE, PWD Road submerged at length 1 km dated.21/06/2023 | (Long - 26.424246, Lat - 91.821298, Dept - PWD (Roads)),  MPK to Hussainchubri Road | Hussainchubri | Road submerged at length CH. 1 km Length L= 600 mt Depth 0.40 mt.dated.21/06/2023 | (Long - 91.816143, Lat - 26.500555, Dept - PWD (Roads)),  MPK road at 21st km | MPK Road | As reported ,Submerged length=300m, depth = 0.35m.dated.21/06/2023 | (Long - 91.845116, Lat - 26.483933, Dept - PWD (Roads)),  Dalgaon - Barhabi to Mazgaon road | Barhabi to Mazgaon road | As per report received from PWD(R) barhabi to mazgaon PMGSY road shoulder has been damaged at Ch-1650m. immediate restoration is required. Date of occurrence- 20/06/2023 | (Long - 92.126601, Lat - 26.637039, Dept - P&RD)"
2023-06-21,CHIRANG,2,"Bijni - Bijni Subhaijhar Road to No 1 Sisubari | No 1 Sisubari | As reported by PWD Bijni (R&B) Sub Division, Bijni Subhaijhar Road to No 1 Sisubari damaged at No 1 Sisubari. Length=3.50 mtr, Breadth= 2.50 mtr, Depth=2.00 mtr. Date of Occurrence=21-06-2023 | (Long - 90.638557, Lat - 26.523069, Dept - PWD (Roads)),  Borobazar Bhabanipur Road to No 2 Dogorpara | No 2 Dogorpara | As reported by PWD Bijni (R&B) Sub Division, Borobazar Bhabanipur Road to No 2 Dogorpara road damaged at No 2 Dogorpara. Length=20.00 mtr, Breadth= 2.00 mtr, Depth=3.50 mtr. Date of Occurrence=21-06-2023 | (Long - 90.619491, Lat - 26.596530, Dept - PWD (Roads))"
2023-06-21,BAJALI,3,"Bajali - Patacharkuchi to Nityananda | Kuwara | Report received from AEE, PWD Roads dated 21/06/2023 at 10AM | (Long - 91.227660, Lat - 26.525417, Dept - PWD (NH Roads)),  Nityananda to Pipla | Pipla | Report received from AEE, PWD Roads dated 21/06/2023 at 10.30 AM | (Long - 91.256251, Lat - 26.527099, Dept - PWD (NH Roads)),  Nityananda to Akaya | Kaharpara | Report received from AEE, PWD Roads dated 21/06/2023 at 10.30 AM | (Long - 91.207493, Lat - 26.599310, Dept - PWD (NH Roads))"
2023-06-21,BAKSA,1,"Baganpara - Dhamdham to Baganpara main road have been damaged on 21/06/2023 approx 40 mtr | Gorbhitor | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
2023-06-21,BARPETA,1,"Barpeta - Kadamguri Charichain Road | Kadamguri | As per report received from PWD Dept. a portion of Kadamguri Charichain Road washed away by Flood sater. Date:21/06/2023 | (Long - 90.994956, Lat - 26.389730, Dept - PWD (Roads))"
