revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,sum_population
Khoirabari (Pt),DARRANG,237,Darrang,Khoirabari (Pt),,52738276.5,53,15413.037109375
Pathorighat (Pt),DARRANG,238,Darrang,Patharighat (Pt),,176482635.2,176,87763.4375
Sipajhar,DARRANG,239,Darrang,Sipajhar,,293007191.6,293,133335.140625
Dhekiajuli (Pt),UDALGURI,240,Udalguri,Dhekiajuli (Pt),,41104085.9,41,16156.978515625
Khoirabari (Pt),UDALGURI,241,Udalguri,Khoirabari (Pt),,162764836.4,163,69278.71875
Pathorighat (Pt),UDALGURI,242,Udalguri,Pathorighat (Pt),,2314177.101,2,129.93423461914062
Mangaldoi (Pt),UDALGURI,243,Udalguri,Mangaldoi (Pt),,6293734.554,6,2648.034423828125
Dalgaon (Pt),UDALGURI,244,Udalguri,Dalgaon (Pt),,62698740.91,63,65683.5546875
Harisinga,UDALGURI,245,Udalguri,Harisinga,,625700293.5,626,250563.4375
Udalguri,UDALGURI,246,Udalguri,Udalguri,y,569395304.7,569,251107.40625
Mazbat,UDALGURI,247,Udalguri,Mazbat,,325141745.3,325,128228.3984375
Mahmora,CHARAIDEO,248,Charaideo,Mahmora,,294481483.3,294,161538.78125
Biswanath,BISWANATH,249,Biswanath,Biswanath,y,1042300607.0,1042,382529.21875
Helem,BISWANATH,250,Biswanath,Halem,,427087304.2,427,142479.953125
Gohpur,BISWANATH,251,Biswanath,Gohpur,,313635939.7,314,117117.515625
Hojai,HOJAI,252,Hojai,Hojai,y,264542999.3,265,298402.3125
Doboka,HOJAI,253,Hojai,Doboka,,317748519.3,318,196372.609375
Lanka,HOJAI,254,Hojai,Lanka,,873440623.1,873,535740.625
Donka,WEST KARBI ANGLONG,255,West Karbi Anglong,Donkamokam,,3072801622.0,3073,340343.09375
South Salmara,SOUTH SALMARA MANCACHAR,256,South Salmara Mancachar,South Salmara,,435496775.1,435,154390.421875
Mankachar,SOUTH SALMARA MANCACHAR,257,South Salmara Mancachar,Mankachar,,248678182.6,249,331732.3125
Bajali (Pt),TAMULPUR,258,Baksa,Bajali (Pt),,17844174.95,18,14802.107421875
Goreswar (Pt),TAMULPUR,259,Baksa,Goreswar (Pt),,283216711.9,283,169962.578125
Tamulpur,TAMULPUR,261,Baksa,Tamulpur,,549366262.9,549,294976.25
Baksa,BAKSA,262,Baksa,Baska,,295501945.5,296,164148.578125
Sarupeta (Pt),BAKSA,263,Baksa,Sarupeta (Pt),,134708247.8,135,74887.28125
Barnagar (Pt),BARPETA,264,Barpeta,Barnagar (Pt),,207191146.6,207,145106.1875
Sarupeta (Pt),BAJALI,265,Barpeta,Sarupeta (Pt),,261584874.2,262,170954.234375
Chenga,BARPETA,266,Barpeta,Chenga,,317522242.4,318,243293.96875
North Guwahati (Pt),KAMRUP METRO,267,KAMRUP METRO,North Guwahati (Pt),,114789346.1,115,490215.90625
Kalaigaon (Pt),UDALGURI,268,Udalguri,Kalaigaon (Pt),,191989620.2,192,78291.6875
Mangaldoi (Pt),DARRANG,269,Darrang,Mangaldoi (Pt),y,439678093.9,440,221753.453125
Dalgaon (Pt),DARRANG,270,Darrang,Dalgaon (Pt),,649172827.9,649,609708.125
Mayong,MORIGAON,271,Morigaon,Mayong,,486035918.5,486,260884.4375
Palasbari,KAMRUP,272,Kamrup,Palasbari,,392624055.8,393,212871.109375
Azara,KAMRUP,273,Kamrup,Azara,,423124288.2,423,120873.9140625
Gossaigaon (Pt),DHUBRI,274,Dhubri,Gossaigaon (Pt),,76783222.03,77,25177.775390625
Jorhat West,JORHAT,276,Jorhat,Jorhat West,,363550691.9,364,260340.046875
Jorhat East,JORHAT,277,Jorhat,Jorhat East,,195465666.5,195,149091.53125
Sapekhati,CHARAIDEO,278,Charaideo,Sapekhati,,394328380.8,394,125375.4375
Sonari,CHARAIDEO,279,Charaideo,Sonari,y,384542831.4,385,202666.046875
Ujani Majuli,MAJULI,280,Majuli,Ujani Majuli,,322168126.6,322,65065.6328125
Majuli,MAJULI,281,Majuli,Majuli,,648466675.6,648,106915.4453125
Phuloni,K.ANGLONG,275,K.ANGLONG,Phuloni,,3303172433.0,3303,284932.1875
