revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,sum_population
Goroimari,KAMRUP,213,Kamrup,Goroimari,,176568213.2,177,182650.140625
Chamaria,KAMRUP,214,Kamrup,Chamaria,,140144616.8,140,119838.2890625
Nagarbera,KAMRUP,215,Kamrup,Nagarbera,,114577593.0,115,102983.515625
Boko,KAMRUP,216,Kamrup,Boko,,514044709.4,514,94652.734375
"North
Guwahati",KAMRUP,217,Kamrup,"North
Guwahati",,90721866.31,91,42635.046875
Jalah (Pt),KAMRUP,218,Kamrup,Jalah (Pt),,55787602.64,56,46985.515625
Guwahati,KAMRUP METRO,219,KAMRUP METRO,Guwahati,y,101319635.1,101,549512.625
Sonapur,KAMRUP METRO,220,KAMRUP METRO,Sonapur,,493242088.4,493,182656.796875
Chandrapur,KAMRUP METRO,221,KAMRUP METRO,Chandrapur,,124600101.5,125,57729.48046875
"Tihu
(Pt)",NALBARI,222,Nalbari,"Tihu
(Pt)",,94935581.15,95,63859.7421875
"Pachim
Nalbari",NALBARI,223,Nalbari,Pachim Nalbari,,148606921.2,149,108482.7109375
Barkhetri,NALBARI,224,Nalbari,Barkhetri,,370577388.2,371,243532.375
Barbhag,NALBARI,225,Nalbari,Barbhag,,82281261.7,82,135044.65625
Nalbari,NALBARI,226,Nalbari,Nalbari,y,128136913.3,128,181301.546875
Banekuchi,NALBARI,227,Nalbari,Banekuchi,,61110319.4,61,44434.4296875
Ghograpar (Pt),NALBARI,228,Nalbari,Ghograpar (Pt),,131160984.6,131,149136.5625
Baganpara (Pt),BAKSA,260,Baksa,Baganpara (Pt),,211742690.1,212,74197.2890625
Baganpara (Pt),NALBARI,230,Nalbari,Baganpara (Pt),,18943498.07,19,11383.314453125
Barnagar (Pt),BAKSA,231,Baksa,Barnagar (Pt),,460073385.7,460,157775.390625
Ghograpar (Pt),BAKSA,232,Baksa,Ghograpar (Pt),,35444716.72,35,37498.62109375
Jalah (Pt),BAKSA,233,Baksa,Jalah (Pt),,291646466.4,292,102253.046875
Barama,BAKSA,234,Baksa,Barama,,95546762.3,96,80492.8203125
Rangia (Pt),TAMULPUR,235,Baksa,Rangia (Pt),,23451991.6,23,6952.78271484375
Pathorighat (Pt),TAMULPUR,236,Baksa,Pathorighat (Pt),,3754506.217,4,6705.5771484375
Khoirabari (Pt),DARRANG,237,Darrang,Khoirabari (Pt),,52738276.5,53,16208.220703125
Pathorighat (Pt),DARRANG,238,Darrang,Patharighat (Pt),,176482635.2,176,87152.9765625
Sipajhar,DARRANG,239,Darrang,Sipajhar,,293007191.6,293,135492.9375
Dhekiajuli (Pt),UDALGURI,240,Udalguri,Dhekiajuli (Pt),,41104085.9,41,16089.9208984375
Khoirabari (Pt),UDALGURI,241,Udalguri,Khoirabari (Pt),,162764836.4,163,70456.1640625
Pathorighat (Pt),UDALGURI,242,Udalguri,Pathorighat (Pt),,2314177.101,2,141.48272705078125
Mangaldoi (Pt),UDALGURI,243,Udalguri,Mangaldoi (Pt),,6293734.554,6,2704.833251953125
Dalgaon (Pt),UDALGURI,244,Udalguri,Dalgaon (Pt),,62698740.91,63,66208.375
Harisinga,UDALGURI,245,Udalguri,Harisinga,,625700293.5,626,250681.9375
Udalguri,UDALGURI,246,Udalguri,Udalguri,y,569395304.7,569,252175.640625
Mazbat,UDALGURI,247,Udalguri,Mazbat,,325141745.3,325,128113.28125
Mahmora,CHARAIDEO,248,Charaideo,Mahmora,,294481483.3,294,162491.625
Biswanath,BISWANATH,249,Biswanath,Biswanath,y,1042300607.0,1042,384132.34375
Helem,BISWANATH,250,Biswanath,Halem,,427087304.2,427,142850.8125
Gohpur,BISWANATH,251,Biswanath,Gohpur,,313635939.7,314,117819.703125
Hojai,HOJAI,252,Hojai,Hojai,y,264542999.3,265,303114.875
Doboka,HOJAI,253,Hojai,Doboka,,317748519.3,318,196983.46875
Lanka,HOJAI,254,Hojai,Lanka,,873440623.1,873,546077.4375
Donka,WEST KARBI ANGLONG,255,West Karbi Anglong,Donkamokam,,3072801622.0,3073,342982.0625
South Salmara,SOUTH SALMARA MANCACHAR,256,South Salmara Mancachar,South Salmara,,435496775.1,435,159604.125
Mankachar,SOUTH SALMARA MANCACHAR,257,South Salmara Mancachar,Mankachar,,248678182.6,249,336232.09375
Bajali (Pt),TAMULPUR,258,Baksa,Bajali (Pt),,17844174.95,18,14760.5859375
Goreswar (Pt),TAMULPUR,259,Baksa,Goreswar (Pt),,283216711.9,283,170437.84375
Tamulpur,TAMULPUR,261,Baksa,Tamulpur,,549366262.9,549,295904.15625
Baksa,BAKSA,262,Baksa,Baska,,295501945.5,296,165281.3125
Sarupeta (Pt),BAKSA,263,Baksa,Sarupeta (Pt),,134708247.8,135,77780.421875
Barnagar (Pt),BARPETA,264,Barpeta,Barnagar (Pt),,207191146.6,207,147546.328125
Sarupeta (Pt),BAJALI,265,Barpeta,Sarupeta (Pt),,261584874.2,262,166662.328125
Chenga,BARPETA,266,Barpeta,Chenga,,317522242.4,318,242660.8125
North Guwahati (Pt),KAMRUP METRO,267,KAMRUP METRO,North Guwahati (Pt),,114789346.1,115,500199.125
Kalaigaon (Pt),UDALGURI,268,Udalguri,Kalaigaon (Pt),,191989620.2,192,77210.828125
Mangaldoi (Pt),DARRANG,269,Darrang,Mangaldoi (Pt),y,439678093.9,440,222952.65625
Dalgaon (Pt),DARRANG,270,Darrang,Dalgaon (Pt),,649172827.9,649,620746.125
Mayong,MORIGAON,271,Morigaon,Mayong,,486035918.5,486,264914.53125
Palasbari,KAMRUP,272,Kamrup,Palasbari,,392624055.8,393,213412.625
Azara,KAMRUP,273,Kamrup,Azara,,423124288.2,423,121383.4453125
Gossaigaon (Pt),DHUBRI,274,Dhubri,Gossaigaon (Pt),,76783222.03,77,25273.87890625
Jorhat West,JORHAT,276,Jorhat,Jorhat West,,363550691.9,364,263035.65625
Jorhat East,JORHAT,277,Jorhat,Jorhat East,,195465666.5,195,147118.84375
Sapekhati,CHARAIDEO,278,Charaideo,Sapekhati,,394328380.8,394,125413.0546875
Sonari,CHARAIDEO,279,Charaideo,Sonari,y,384542831.4,385,202740.234375
Ujani Majuli,MAJULI,280,Majuli,Ujani Majuli,,322168126.6,322,62864.5390625
Majuli,MAJULI,281,Majuli,Majuli,,648466675.6,648,104574.078125
Phuloni,K.ANGLONG,275,K.ANGLONG,Phuloni,,3303172433.0,3303,285020.25
